	Kingdom	Phylum	Class	Order	Family	Genus	Species
db492d524d767e895576cb827ca6dd04	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unclassified
37e6064d2ca6dc36bfd4a01b0ec3d4f2	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified
2dce81f483b14bb4097673bf0275e040	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	Rhodopila_globiformis
dcf907616d7ca98733f848e91a3f0259	Bacteria	Acidobacteriota	Acidobacteriae	Unclassified	Unclassified	Unclassified	Unclassified
0eb2fc4d9fd7b7db7b05b122a6343dc8	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516	uncultured_bacterium
20425d99034cf4044217704b16934e27	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	Unclassified
eef6d3c42ab7df7398b35f58e10d7f8d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Unclassified
6750a763cd293c4c98ccb42e85e488ad	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteria
f82282ed93f6b7a2b219d02d43546fa7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified
bcc04618081954e7274271bc6fa5fbf5	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unclassified
552b701b99e4393070f93679c1f89381	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella	Unclassified
d937f9fe8f85ac71d639adea251adee9	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	Actinoallomurus_sp.
73ce4a1d4c7ed598ca0186f959e095f4	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	uncultured	metagenome
6bb71a0876045ca8cba1fadcb24e34c2	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_Myxococcales
113e5cb2dbb0b2086e230fc9d845310f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
72bdb287feba9848cb565851079b6bf2	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
099eaa305288f1a948fed49750b67207	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Unclassified
83c54d3308cc5a7cd09cc2a134af7caf	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	Unclassified
9151bceda2a6985b3a404e3321f17a37	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unclassified	Unclassified
c7d215c0374e8236298bf906713b4f38	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	Unclassified
c472f76effc3a096ce2461062eb5a103	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	uncultured_bacterium
db2eeb9089b3267c7556c5fa1e4e0ba1	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified
59115827546241574528eb2b4ea0fef7	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9	uncultured_bacterium
58924ebec1930ba7b55ceba5949844a5	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	uncultured_Bacteroidetes
7fa6734f83289e464509aa3d155aca0a	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	uncultured	uncultured_Acidobacteria
4d2f82046bad3eecdb82d5ec9c438b9e	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_bacterium
303c3cff6ae0934603188e4cb03db26d	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes_utahensis
6a1e633e4914dcc2ab0940f4c83b8b0d	Bacteria	Planctomycetota	vadinHA49	vadinHA49	vadinHA49	vadinHA49	uncultured_bacterium
971eb60b1020447dc394509ffc8c25d4	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	metagenome
ca803298075721d1ab485a551e8224c1	Bacteria	Bacteroidota	Bacteroidia	Unclassified	Unclassified	Unclassified	Unclassified
73f9f40df58f53080587b3e3d73c6161	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured_Acidobacteriaceae
99d60d151d66b662a78406dfab5fe1b6	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
ceb36da1a26eecc6429aa5cefb368a09	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured	Unclassified
8a2cfcb65a56bdf514fcc54eeb7a9302	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
e956a425d4d403102f6db6b28ea61d7f	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_planctomycete
995dbe5af52cdc52f805bbe796ec6277	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	Unclassified
196cf2ac279e51ee47b37e1e75853748	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured_bacterium
36e7b18df9c5e9e82ee086ddb1f85e37	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
7b930f6379e67e52f830dd7f53107a41	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Rubrobacterales
bdf83a479b52a6f4ae9f29453ccdf8e4	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	metagenome
7ceaf9800110e12983e7041d9c5e76a6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified
14935cdf2502d51d2f02c09d3b976a04	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
678ababfb327c886a119cb683fc79446	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unclassified
a624e4374c37120e9a301ddcebc4024e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Unclassified
80e1416f26dff56d4b41773e2e61f41f	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_proteobacterium
ede15fb563222a59b54464ff3857badb	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	PLTA13	PLTA13	Unclassified
0fa0b493c2c5bc93e87379a327f02372	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
5265facf9a46ae2dd80a54dd8d4e6fd1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadales
1063e92b4acc17f22a826d2c79da73b9	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	F0332	uncultured_bacterium
0aae3e7942565945d05e1d7b279156cc	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	Unclassified
a652f496fb4f9105e6797d717c3926ef	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	uncultured	Unclassified
81ea6c944646d191e9a4c677f909a3c8	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_Pasteuria
a4ac0b2c875878cecb905f58603d6249	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_Pasteuria
0046028292c33f8280afd9a26621d944	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_Pasteuria
d08560b15ba1ca513657fa96e58af574	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	Unclassified
2de084ef707e3b45349e39c8d4f36454	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	uncultured_Hyphomicrobiaceae
78ac23a7622345087b1dcfe3621b7b04	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	Unclassified
202ce6f860232a24f74149629d1ed7e4	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
1f0c9d622aee4c29feb6fe65669889c9	Bacteria	Acidobacteriota	Acidobacteriae	Unclassified	Unclassified	Unclassified	Unclassified
b9ac3b0bde9c7072822fc239546d963f	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified
a7ba6faef7e17458e940b8cadfb0fca6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	uncultured	Unclassified
342aaf7431d851bf148fb8fdd72013a6	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unclassified
2fac845da336657d55f1a9f350c6bc09	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	Unclassified
8bdc7d4f7384a16862f4d1063270d14d	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya_Es-Yyy1000	Leptolyngbya_cf.
a5f0590271109a75ccaad04148a7f4fb	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unclassified
ce39d77991026236bdbe33f9eb35d752	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Unclassified
10de0eba546c09f457b88d5524e68a2f	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Conexibacter
5c7716cd216c5dddd45f23a7de1b5adc	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
1caa4ca10b1531adc3c04e34305f2892	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified
a1f49b2e9f741654613da892225276f4	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	uncultured_Gemmatimonadales
e8bb37958e19c40162d14d4b877b345a	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
cdcd895a508fdc0b34ce68fd0abb3f4f	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Unclassified
917454b46b67e6ccdcf307455a921863	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unclassified
80f9f3bdae4b517bf7c41b79d006d94f	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	uncultured_Xanthomonadaceae
83b32971ffff09acb7b245865ae2af73	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome
6c75fc96f8e408a14666d18354f50896	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_sp.
167942f34d78cc1bbfdc1f2712658aec	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	metagenome
04f9f05f2e0abcfc0c74e1bc1c42809b	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_Gemmatimonadetes
c2a9d4834022dd841235bc93fbecae12	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	uncultured	Unclassified
1c2c4606eec8cbb519818a26030bdc81	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	Unclassified
610a85a331c3c65c8123ef0ed9dd51b4	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	Unclassified
9a18b3e5b4a12118afc37eda5ffc0464	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	uncultured_bacterium
be6f3dc74ec1b8ffcdf9eb946675f1e0	Bacteria	Firmicutes	Limnochordia	Limnochordia	Limnochordia	Hydrogenispora	uncultured_bacterium
778fbb3b1e8d85c5ea89780bd60a222d	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_5	uncultured_bacterium
98a49f51ae2c4634b86d9ec6364a9ab1	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	Unclassified
e24b8fd23804052c8a536f242997d7dd	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Brevifollis	uncultured_bacterium
0cfcfdad40d45940cc335baae298f406	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	uncultured_actinobacterium
923de3144c72c39b98f2b30442af5575	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unclassified	Unclassified
7610c71ec6589c708edd0bd55497fcde	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	metagenome
82a97987ae06230f2baa86c3e6a944cc	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified
cd0f756bba8401e01d688dadfd18ae4c	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	metagenome
84f9332cd01bb0520cda15ddaebbde78	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	metagenome
32396fa5fd97786b4f0bd1ea943d990d	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified
781f21c7383214bc69eaadc4c154fe8b	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Unclassified
7974768b530f97232d9bc6d921886189	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
684cdea42f3b78d598184f998c4ae1c3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	Unclassified
ad071ce266bceb885cbb6a7403ae0174	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	B12-WMSP1	B12-WMSP1	uncultured_bacterium
00ce1ce68ca668cd8f27c990aa204fb9	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	uncultured_forest
f8e5132bc4608c1b6a95f2c83c02fe4c	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	Unclassified
8367584082144d22c37f1d36028ae9a7	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
4cd7301222b5c72c2fd90c3e20f75fab	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	Unclassified
7d08d82ed652f975c1ff8c3803fd9ad5	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Unclassified
93adf1e27f41c37a8b236feef911703b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	uncultured_bacterium
fb4543b4b685c833a5968f20314d263e	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteriales
eb1057af3672b19e5db51f2f3e034dbc	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	metagenome
d2bbc1f2e6964988932d71617e070876	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
446bf77dde080dd65049ca9d15a47abb	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	Unclassified
caa187b77f27c28a11a913a519da60b9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
00148b6a71dd54ab4937ed3b6b38dc22	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	Unclassified
820852c5b70555239957dfd7be217329	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	Unclassified
bc22ce621364f41b01eb2be15e3957dd	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_bacterium
6d5d85961765d59b54a5ac75143a9baa	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified
5ae0127123caf465583015a9eed9d50f	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	metagenome
bed3f85622f6e5200b0615586ee641ed	Bacteria	Actinobacteriota	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
c94aeaded2f3766b15727a9e33038007	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	uncultured	Unclassified
2a17055342c1cd4d6d2d77e5c1df651d	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
8d3b7b79f0a5bfe3942749875d2f0e29	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	uncultured_bacterium
e38d1772e0a3344b3fa25e2d3961d39f	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Unclassified
409b291cc35059c35c0b52574b9552f4	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
224e864a25ea308e78c5966308413461	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	agricultural_soil
d51c399452cc3e608552d0aca841b28c	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
1ad9e23d708017c0783a416a3a35a6bf	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Microcoleus_SAG_1449-1a	Unclassified
6cdc05f9897d4a2c5e6fa197f6348970	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT_CU03-E12	CWT_CU03-E12	uncultured_Bacteroidetes
51ac4895b2b2afe3d65352752be00b85	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	Unclassified
a42169662126c6edd2810735cd53528c	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	Unclassified
4395ae7b623a793f30943a155aaf36a1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chujaibacter	Unclassified
6571967f27f2fa6b370aa7e4ba7502d7	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_bacterium
f01cd2d80a35c64f43825965a3c34c3c	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9	uncultured_bacterium
28f28e7fa3e5c49c7c03dd18ac45ac79	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	uncultured_soil
b213828817e11e35905e80e11572c644	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	uncultured_bacterium
bfd0cb2ed32e6ee5baa5724f9af58371	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_bacterium
9e04003825b786bb57df86bd48e6b9f8	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	Unclassified
3f5fbe873afeb26c90d93db7487e865c	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Unclassified
57901fcbaf88102971d34432ca6ab6e4	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	uncultured_soil
2dd9e191a81b91117b77df5eac7e6048	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Unclassified
e091bee6fbf878df94dda4afeb475fa3	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_forest
16a7d8ffc6f02f49aeadebb5f9a85829	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Unclassified
d51f38266fbd8984ed2d21a83092dcbf	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
16e016878f16ad6e8c2e2d0f19aaca93	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_Streptomyces
ee4c824fccdf97ab3de5e8b086630483	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	metagenome
f96a2219e47d770ef6328149e7ed3ba3	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	uncultured_bacterium
ca89ab3792c3e5fbb3ae778b51c59d1d	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	uncultured_Desulfocaldus
fb60fb75664eaf6a23ae2c6124fbb005	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	uncultured_proteobacterium
07e11494b414ae355f0ca65567f766c7	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_Verrucomicrobia
68ceb7643b36c4099678e4259c9a802a	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5	uncultured_bacterium
55beb6d681cbc18642035e17ef775689	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured_soil
8ed3e7834552fc7fe9589c255f907102	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	uncultured_bacterium
b4491c68525e169c4c838adce7521641	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured	metagenome
ee222d8f6e9c4915b7b361cd27c2bd8b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Rhodopseudomonas_sp.
dd3d8861bfbfa54a208420e0587a882a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	Unclassified
e2e8529dd53e279eb34affc480c08721	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	uncultured_bacterium
8df2b2e6c1cb64bd18b81d5bae7f0898	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
1821736e5fb7caf5a93aa85d11b6482e	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteriales
f8440b4977cfe1a8e067c386098a7070	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Unclassified
df23d32a5c426de87a32173e2405623b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured_bacterium
2c65c6167b295f04fb1bb08ae4c411e2	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	uncultured_bacterium
62baba809772295496fcffd85de00257	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unclassified
7463a6e1625722fed4e5ec976b15521e	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unclassified
1d1d807d8319f60c9fecaca3c39d7db8	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	UBA12411	uncultured_Candidatus
62727dc7f1b9c5878de3da94b2977f05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	Unclassified
28aa406c6c4733cc305dbf1d330957bc	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	Unclassified
56975b6ad12a305177f3092cb99981da	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	Unclassified
b579963a73221af76d2cd1095de5d27b	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	uncultured_Xanthomonadaceae
32701213d6811c9021937572d35e7844	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_Alphaproteobacteria
3a9530b53de093caf9458593bdfa1840	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured_proteobacterium
a5623868a07301a9554b29dd4d01e17f	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_Acetobacteraceae
f4832443bc4f03a0d7b39c9c7d5be2ae	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	Unclassified
1b2b87b4ab814d939b017446b0c9efd1	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
b11ab4b58fb4f6cbb263c18ee8b9946a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Unclassified
a7f1c52592af4ef83f923ef95bedf83d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Unclassified	Unclassified
376221270a5f66697bf37efdef3334ed	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unclassified
fc6b1ee638725dbf2be878f146ac1fa4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	uncultured_bacterium
6341794188c48424582f34c585fa29bf	Bacteria	Firmicutes	Limnochordia	Limnochordia	Limnochordia	Hydrogenispora	uncultured_bacterium
a75b8b7a25390763ec9a75f71e384834	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified
9571b06ca1ddd2109661a49a7dfaac57	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified
f02712ecdc7daa121b7c2ded6716d1d0	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17	uncultured_Bacteroidetes
