	Kingdom	Phylum	Class	Order	Family	Genus	Species
ea85f08804eb16a0f2abf74559296b41	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	Unclassified
63f1c974d2aff5f18dd916a98b843b89	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_Chloroflexi
11c8bdca56f64adee8808b61e229f0ee	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Unclassified
20e31fb2c277af70c0ae26e101e89347	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	uncultured_bacterium
7e3d174990899addad7c96abca189461	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified
729294fe01d434e2eff0b0528bd4d26a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	Unclassified
06f825b512d903b9230e1a55d87359ee	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unclassified
ffc10ba565c63de571befaf27759a982	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
46741670db903b00bb6bb141c369c3ec	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_Chloroflexaceae
b71e9305263383f82fd72122f794ed79	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unclassified
8507805333a241da557964f8a323f7d1	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unclassified
f084f9a384a8275613d588934548bd30	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	Unclassified
084c63d7fce654dfde12511efa76f8ee	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified
6201b5a6cc16853ffe4c4556eeefad88	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unclassified
608d31830f453ce335483b986c70b2fe	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured	Unclassified
d0b9c330738973d81ad218cf04665972	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
113d31b301d63e6764e0ab48616d6166	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	metagenome
e66e1e1921a905589dd1481e7ef235f3	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	metagenome
09cbbb4209431da3b43e9c0011538488	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	Unclassified
76cb225b455ad99fb8ff065f8efe4e05	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unclassified
c854c2f53de76213804ca09fa444f9f9	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Unclassified
66db13fd736eff683066e4f1c3bb7068	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	Unclassified
c4388fd62ab35895315e5109cb0a2081	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	uncultured_soil
6fe02b5aed214475345f0403fe30da03	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	Unclassified
0b36c352632cb1346cdc7d73f9fb376c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
47828db1d5dad326e95bfa75227efa82	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	Unclassified
f55ec72c256df3a17dbbf7f2ee2d3185	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	metagenome
cd9401a6bce4a63af516d06d2a843f9d	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Unclassified
7dd6bcd8968a583ae728f34c989d076c	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unclassified
6e447cb4e8e549368a9f1f5b390e6117	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unclassified
4f8024db35d41ab2263350fbabd2006a	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified
160cb0f55038adbaa074f30a1b1f0d00	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
cb5ca9ea57b4297619b4459a0347252f	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unclassified
11470630582ddb42bca38d75361119ce	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	Unclassified
0d6cdab8d3abc62b38ef5d70ffffde98	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Alkanibacter	Unclassified
62944fbff2eeca3e27bd7bd30d88b26a	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unclassified
5b36cd3a354ab8eed1a37fa06786177f	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured	Unclassified
c450a1a4a5be1f46b7f6cb7b920d27b0	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	Unclassified
0d138e67255f9a210aba4726f16f3d55	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified
21b726d9e46d31c3340e0ded2ce93cda	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified	Unclassified
8c863defe46f989be8d08288a6519178	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
6c36eb9740bd20b33a07067884b607c5	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	Unclassified
63a6ce4f4306629d27ac398b18c10bfb	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified
a156d7f8b079ef3b66b2aabdd0602672	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
d25df0ff0721259c671c174338c877e1	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	Unclassified
c1dfa382eef43fd5f92771aa57552dc7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	uncultured	Unclassified
bcc804ad1c95335596932486130c5e6d	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured_Green
96cb78b4e0ff3c2b00953987d32c6f9c	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
89c26bdccb0dbdb928c1d02c3ba31861	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Unclassified	Unclassified
1b55e3915bae2057a5e5ffdf5d4a1817	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	Unclassified
891dc7c4bc5fbd51e97b9a0c110c6220	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
76003991b869618988756690790a3c7c	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified
c8e0de9ea54e65314bf6bf7af986a96a	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	uncultured_planctomycete
343ffc437195fbb150a3ac44159dc71d	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
9d95764bee74ee08631bcc96b41f5a2d	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
c6b39648b0190efa3fda7ed0246f822d	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5	Unclassified
703dc53b99b9564274bece9950895857	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadetes
8794266a9850580f5e066fcd3caea9c9	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17	uncultured_bacterium
a969a054e404489aea2c0815444cabc5	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_bacterium
78d3724ad3da53c6a47115cc121870c1	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	uncultured	Unclassified
49a3fa77865d170efc8f48217c4b0cac	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	uncultured_bacterium
bc822680c7c0a73657232a7277753129	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
cca19678c3a9f58fa0be4db8fbaafaef	Bacteria	Desulfobacterota	uncultured	uncultured	uncultured	uncultured	metagenome
a3852e45faea55aab36292494caf4f94	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
4fcfe434053e932f99d83b2c48bea73c	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	uncultured_bacterium
98c7feea03813c74ea0b7415d1c60587	Bacteria	Planctomycetota	vadinHA49	vadinHA49	vadinHA49	vadinHA49	uncultured_bacterium
2b39b282b5fa52d67b75ad18d9e3c518	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
6b9c38fb28a3e60d3334fcf70d7b9d69	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	uncultured	Unclassified
12afae8577bf5b00fffd1cad076c7017	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Uliginosibacterium	metagenome
97202414183be35f1485f48d8fd561c4	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	BIyi10	uncultured_soil
4fd09cee40b9136bdb59a0c1d721f41f	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	Unclassified
49bf245215fb6461ff3e401c495f6b81	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	uncultured_bacterium
a79cb275c99df969c3f841559158f93d	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
7ba6f363ebe39f4b4659b16501bca0c2	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
cc2d00709262a1ad0b9dab66b6d8654f	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured_bacterium
8ddcb53886caff48487c48361cbfa8dd	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Unclassified
8ac5d222fd58e8f549a69ee7d12c54d3	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unclassified
70b1e8066fa2b1fd17dd02b75b738778	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	metagenome
19429193febc2a323aef3fa7e9dfe62d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
fd91568b2f67f861ab0edbf488dea33b	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured	uncultured	Unclassified
84d5b850eab08e6eb1674e84e32260d7	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_soil
677d762afe0e2bd1f6554fafd33cdc90	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_actinobacterium
a4db426cb38019176cfccf37e6e6eaac	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	Unclassified
7e8d4aa8fe2e2253d3aba3e515ca2c51	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
3cd692cbfd486ccfd14de795006258b0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured_Bradyrhizobiaceae
61e3325cffff1dcda880f980d0a655f1	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	metagenome
c0b5ac196def982917fe630aa64d3408	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Unclassified
858603b5b6c7332924623a52faa10212	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Unclassified
e230562bb5c08a615a3d1a0eecebe5c5	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_taihuensis
34e6ea53f84ecdc24739d097afc5e7fb	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	uncultured_bacterium
96c2dffc23d7e47dcc6542a10c1efab0	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	metagenome
145e42f90511a48e84b834c7e38f678a	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_nitritireducens
594061ed4e2ea378773c474cd4803c29	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	Unclassified
d2963d1b658c7fdc581a438c40b713ff	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	uncultured_gamma
e6e768dde7b21f8769e010b5e97b6745	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
a523f6dfc7ef853fd67ab2bd013bc957	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured	uncultured_bacterium
517175c66a736838e6aab09855f73bca	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter_sp.
04f67c29e76985e6145912ae91240a93	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	uncultured_Verrucomicrobiales
a88e3ead0cbedf5cbd0660855cae68c9	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	uncultured_soil
5c18dc071137f96d1d3ba3121073a559	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Unclassified
de77f813ff3e2a9acafb0f400b6836bf	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	uncultured_bacterium
1a4054a9e34efbec2c30d99e215053ea	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03	uncultured_bacterium
ffb0d83ada43bed147ccbb7127953cc0	Bacteria	Elusimicrobiota	Lineage_IIb	Lineage_IIb	Lineage_IIb	Lineage_IIb	uncultured_bacterium
dae4d9c11b5c45a24b5e70a3337c0528	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Unclassified
83558205d8ce80a4db9194644781264a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
f212ad3759f4319aaa51f9a2dc5be324	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	Unclassified
aa1a95bff808c63959ec26ff3dcf8dd9	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	uncultured	Unclassified
5b8307a95d2246f2c0446eee0a73e4fe	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Amb-16S-1323	Amb-16S-1323	uncultured_bacterium
d1c57ead93a1ececec75471f78f9d01b	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified
c6a20752362b9c533158fe8f72e974dd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	metagenome
9cd91162eab8e5c39814e3f70c0456d9	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured_bacterium
b16c883fb87fcae89d3a9f966d58ec01	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_proteobacterium
53cfedeb2437e2061450d27c759a341c	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Unclassified
f63dd2f75fd6bccfbb13840befa6259f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas_communis
d6300c3b6c58a12124ffb0bf8e4a5372	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	uncultured_Dokdonella
a6d3d864bd606ffa49921b7d0476ab30	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	uncultured_Armatimonadetes
c6e7316d3f8cbef8ea5c6bebdbd09dcc	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unclassified
eddb2eecea1b240aff4779dd77b52073	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	Unclassified
06987511bc86503db181b1d18852de2a	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	uncultured_bacterium
c09080b065003eb426b29326e786a46f	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteriales
a90268761e21070f5f105f2da060c4dd	Bacteria	Chloroflexi	OLB14	OLB14	OLB14	OLB14	uncultured_bacterium
721926772f6959fcca84a126837f3d4a	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_bacterium
daf5935d05d65dfa14d1bf11ec98668d	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
6061de8b577ec85ac7f3ca948b50155c	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	B12-WMSP1	B12-WMSP1	uncultured_Chloroflexi
3671b8404bc38f1bcebb77e45897f6b4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified
4746ab54e5986ea3ddda1c0c0a140f19	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	Unclassified
4f856faa12011d6b010d1218d6af965c	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	uncultured	Unclassified
a109b8ece279b6102b214d9fc7ab99f3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified
fbef806b1d3e9d76fdfa61f6bbd82f06	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified
fcdc1873cfd1b93757c2d8b4373fbf49	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Unclassified
049761d25fd03ba94a78bb8a5546de18	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
c23e066a01b651a13dabc6ff23d3bbae	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unclassified	Unclassified
3723292a8994f0142937d1fa0300b13e	Bacteria	Bacteroidota	SJA-28	SJA-28	SJA-28	SJA-28	uncultured_bacterium
8470362fab9b39cb1e85d6b20d4523ed	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified	Unclassified
bbd2e19fc42ed13f185cdbe9d94c2c3d	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
be84c03cac017c9547a57fb317f0bfc9	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unclassified
f6d44eba28d8c38d75229f89f7248efb	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	Unclassified
21fe8e3deeca57c40d12013c9941d598	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
bc9e169a6d3d2e6f7ce50ed857cf2895	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	uncultured	uncultured_Acidobacteria
41b269824f02f78229e19e91590c7b2f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	Unclassified
d0b7eaa922686e5ba5ffeaeec901b552	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_Gemmatimonadetes
e7c2c171be5ef785791bb5a3a49fb3b5	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_actinobacterium
701da47a92f65f64945ec79cd0072b36	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	Unclassified
4f824a5d5b0df86eb1225e6abfce7a93	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b	uncultured_Rhodocyclaceae
5ad573ee1dc4c3b5c5525aa09ac89f14	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	metagenome
a96ffc478885074f3149a409a56635b2	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	uncultured	uncultured_bacterium
db80fbca4d4e47e4c16beac3b8a10a2d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Unclassified
17fe810870dcb50843618eb78467808b	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Gemmata_sp.
d766a4bd31cf35c090c8c2750f44bafa	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
6b0a31ee1e1814a22babbdb704a799dc	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
955cda7359b6b01dbf5bf1caeb1a0431	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	uncultured_bacterium
21e659e73d1fd9eaafc889a12e8a338c	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unclassified
faef71610aa24b3d201ee1da2cce1099	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	metagenome
9041166ce31053d58c3df9ec9ae26229	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Unclassified
af61ec6f5fd7cf37c67344dc11a3ed9f	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	uncultured_bacterium
701757b8b79cbd35735b92c85063311e	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
659da96ce96645ffaa90c3a772b4c97a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	[Aquaspirillum]_arcticum_group	uncultured_bacterium
5447387f2e042b426b272866c391f08d	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unclassified
47fa1025740c54e63ad5e29eef9b64ca	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
db46828810c25eb07a098f358c2390fa	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
a2af774ae54cc013d194fa2f8cc98f75	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	Unclassified
1e5c040acd86fafef37e01201df65351	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	uncultured_gamma
15309cf49b7f126aface92b47bdacbf8	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	uncultured_bacterium
676ae92eadfa1697d60887f8f393a334	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unclassified
8692797948f491ceff0b22f119b8c4dd	Bacteria	Acidobacteriota	Blastocatellia	24-Nov	24-Nov	24-Nov	uncultured_bacterium
900633c1d0b7bbb0a527981f122c9493	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	uncultured_Chloroflexus
8469d2941cf1b70c9f8b3cd8eebf0f68	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	uncultured_bacterium
74491810abb2b9a729aa348a08e532b1	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	Unclassified
76e5dedfa232b784303a70f7b11ec3dc	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified
6631126838cb98ec2800beebac288be4	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured_bacterium
dc7c724bdc4eedcdd36e7c8d69fe24f7	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unclassified	Unclassified
6a65b40116f04e0730090f63c7e5a6ef	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	uncultured_Polyangiaceae
d23095d6ba731911c94ba6871f8f8b40	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae	uncultured_bacterium
816db2b9f749a11f1ba9926dc0bd5c20	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_Chloroflexi
aea73c99b0c8aee26a8390150cb402f2	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales	Oligoflexus	uncultured_bacterium
acb4d7560f02426b6df704b034d1e9da	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031	uncultured_bacterium
45ba25b3977d8625537afa0333fa8b8a	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB_OF53-F07	uncultured_Ktedonobacter
5dfcb1335796f648429f69b546759b3f	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
