,Chemical_Worker,Chemical_Gyne,Chemical_NoChoice,Chemical_Choice,Multi_Worker,Multi_Gyne,Multi_NoChoice,Multi_Choice,,Chemical_Choice%,Multi_Choice%,,,,Choice,Count ,MChoice,MCount
Male,16,18,5,34,8,33,8,41,,87.17948718,83.67346939,,,,Worker,16,Worker,8
,,,,,,,,,,,,,,,Queen,18,Queen,33
